"","x"
"1",0.194036800542993
"2",0.023407876343995
"3",0.248517093669273
"4",0.18830854032465
"5",0.0541100567869422
"6",0.130393815954683
"7",0.310299400647201
"8",0.627036786894851
"9",0.118543433130914
"10",0.835223799553095
"11",0.0953703714085028
"12",0.169813154656727
"13",0.746048592065189
"14",0.824051531774992
"15",0.98541293694421
"16",0.27683105702868
"17",0.451149715716264
"18",0.705493359711982
"19",0.400192517491545
"20",0.527434101439343
"21",0.00626637798504454
"22",0.0839791675661951
"23",0.596078873727735
"24",0.047850867748585
"25",0.774329214700637
"26",0.140035116628471
"27",0.0280539913787345
"28",0.280062223416909
"29",0.000923641579626424
"30",0.774554003134222
"31",0.0205412578766759
"32",0.104618111283961
"33",0.00314480062198537
"34",0.537948730154144
"35",0.775199533740384
"36",0.181308437300507
"37",0.327380584784999
"38",0.676332684792454
"39",0.0356830660190326
"40",0.552164444384588
"41",1
"42",0.00118430185507148
"43",0.0411808895658369
"44",0.733827075679977
"45",0.426626774273269
"46",0.225901548293411
"47",0.83091991876307
"48",0.923498150619615
"49",0.0268977336184541
"50",0.607300256353118
"51",0.222392786408324
"52",0.15251622526831
"53",0.00707697959922203
"54",0.219349821105736
"55",0.56675670436029
"56",0.136392363438334
"57",0.857188943538265
"58",0.0919493203785464
"59",1
"60",0.897151649330391
"61",0.543288329774656
"62",0.774911852024679
"63",0.185214227620544
"64",0.613506783176064
"65",0.807797858344963
"66",0.846833304664225
"67",0.507829430306186
"68",0.597500744865968
"69",0.455740268843009
"70",0.286083452698973
"71",0.138405313294599
"72",0.0134234101157297
"73",0.170712988998983
"74",0.11751744742201
"75",0.0971407258193887
"76",0.88703862520511
"77",1
"78",0.780682258703517
"79",0.482181381903774
"80",0.572850633138643
"81",0.102518260048888
"82",0.531027155061057
"83",0.40211070594892
"84",0.0568143753648561
"85",0.526311058788938
"86",0.0583843565987722
"87",0.326988028402514
"88",0.102040303430344
"89",0.68431124538829
"90",0.784520375037422
"91",0.329814162971349
"92",0.59828319384997
"93",0.455859829592062
"94",0.0179479116309513
"95",0.0413503542007396
"96",0.00210691319301215
"97",0.373372034005491
"98",0.000931682436849641
"99",0.104086945742339
"100",0.841992650186635
"101",0.549333915093401
"102",0.0756565829425657
"103",0.587041550746614
"104",0.487350969865276
"105",0.423819627783167
"106",0.95374409320087
"107",0.166244459565814
"108",0.000758128251884039
"109",0.0360019764119272
"110",0.0633739190177999
"111",0.911512562404549
"112",0.179738853117592
"113",0.722406563623562
"114",0.927737084929485
"115",0.362680453033538
"116",0.870930576096311
"117",0.670722326782891
"118",0.750221782778279
"119",0.0564993556522426
"120",0.718079730101949
"121",0.383603047597518
"122",0.124666861703241
"123",0.73396642535112
"124",0.034807227788998
"125",0.394305164005992
"126",0.223988822632599
"127",0.768879112166401
"128",0.234766554971976
"129",0.847793124077555
"130",0.0228565763000064
"131",0.777043195496015
"132",0.664963808756885
"133",0.95867656623086
"134",0.122979943641996
"135",0.420133332834359
"136",0.357648690280322
"137",0.0829902987044574
"138",0.856734618154772
"139",0.755751004438886
"140",0.120317403269172
"141",0.934496509590942
"142",0.491350920314053
"143",0.585321208414888
"144",1
"145",0.0207437400749418
"146",0.918050242028323
"147",0.237877291498525
"148",0.409778665694756
"149",0.0770474376866725
"150",0.466583295221978
"151",0.272234132843317
"152",0.892046359309516
"153",0.328252723812613
"154",0.324056694654969
"155",0.664060234150717
"156",0.0302165197051039
"157",0.243108196322004
"158",0.400384974666116
"159",0.168613385534766
"160",0.195341823107438
"161",0.10669987621397
"162",0.771455656111978
"163",0.152122951364848
"164",0.185332333560593
"165",0.749618584448711
"166",0.893854784043174
"167",0.841066693910216
"168",0.0864804978335177
"169",0.424772708746743
"170",0.0596531260141247
"171",0.223429412756392
"172",0.0234784410194253
"173",0.856316038175463
"174",0.982194109562903
"175",0.47997288313028
"176",0.0406453782259594
"177",0.056673786295934
"178",0.61812108435771
"179",0.33951714608851
"180",0.226520945282907
"181",0.345383376376156
"182",0.741177857502079
"183",0.165046420476461
"184",0.346448216256455
"185",0.698503409831741
"186",0.674168256330636
"187",0.0565077465853005
"188",0.880030336404987
"189",0.23335172508994
"190",0.69462436494673
"191",0.148005601026289
"192",0.763502100049021
"193",0.329232568039672
"194",0.747424143422556
"195",0.416650603984208
"196",0.0860776176608143
"197",0.742029255202049
"198",0.480939350530602
"199",0.495473464758816
"200",0.567074365726223
"201",0.140895912141005
"202",0.0588652855717129
"203",0.0470610817140793
"204",0.0262181418530019
"205",0.0194915530033794
"206",0.775573883962011
"207",0.0915373972250589
"208",0.476611965902407
"209",0.906698077223012
"210",0.784017984946329
"211",0.622974670593871
"212",0.699909271451227
"213",0.306759065268092
"214",0.331164110451632
"215",1.57454797259286e-08
"216",0.711186120054657
"217",0.166090696677522
"218",0.0617863263634458
"219",0.66169110035687
"220",0.159758802538489
"221",0.11152267625522
"222",0.326471680236379
"223",0.409545798299973
"224",0.317632596224549
"225",0.720163812034696
"226",0.302666210220727
"227",0.000494957765113387
"228",0.374584172166937
"229",0.104949161759624
"230",0.658922968195778
"231",0.719682626171114
"232",0.29521597780641
"233",0.938554454982974
"234",0.00154220590507302
"235",0.218813157949583
"236",0.891619680007816
"237",0.59423431481539
"238",0.118435539627512
"239",0.509810729856172
"240",0.221167626046814
"241",0.519112815436371
"242",0.0737956810464684
"243",0.0380487164561141
"244",0.0956673767474471
"245",0.933739969845268
"246",1
"247",0.387601219350413
"248",0.0315267496301497
"249",0.422332628175316
"250",0.0921173595244676
"251",0.0032384214677715
"252",0.0452008630640654
"253",0.287901068972973
"254",0.488847977557189
"255",0.0076614940171222
"256",0.294680970995858
"257",0.590856473606325
"258",0.132002963620349
"259",0.025067419773177
"260",0.181907107318762
"261",0.000309588015464967
"262",0.329158601080048
"263",0.852968800917779
"264",0.940724735549974
"265",0.431745780434068
"266",0.0126154584880392
"267",0.685816005214686
"268",0.311187474190465
"269",0.564355165138977
"270",0.744559342994041
"271",0.477205825420774
"272",0.909505650093827
"273",0.25121105209912
"274",6.78787178287921e-05
"275",0.402037442079897
"276",0.723281863581738
"277",0.415582358201064
"278",0.681829047999075
"279",0.0379093539258466
"280",1
"281",0.959561300384849
"282",0.424374028588314
"283",0.0671781401574522
