Short Gene name,logFC,logCPM,PValue
TMEM208,0.150490835,3.227079245,0.702341922
RPL10A,-0.0193102,3.39863281,0.947817948
C9orf40,-0.092300339,5.817644174,0.693345892
SUPT6H,0.035815435,4.951605195,0.914850646
MTMR4,0.125304495,3.572505718,0.723472709
MAPRE2,-0.02653422,4.144400005,0.892336066
C14orf159,-0.138161397,3.735905116,0.694561366
UFD1L,0.12348404,3.894147337,0.748318309
USE1,-0.088257157,3.959757014,0.790260093
PPM1F,-1.267318825,3.848830584,0.012544867
FCF1,-0.073385678,4.011764604,0.811058014
VOPP1,-0.157122617,3.963435142,0.544044366
DDX21,-0.030403405,3.168236595,0.983454555
LIPG,-0.084697871,4.366957093,0.729673075
RLIM,-0.04801067,5.092069164,0.824962637
VPS28,0.085550375,3.624828147,0.814303397
SNRPD1,-0.013762358,3.874255143,0.959162969
MBOAT2,-0.131429168,4.516032373,0.600440291
HMGN3,0.49893399,4.129676655,0.26255848
NSL1,-0.030465634,5.448219388,0.897812911
PELO,0.398348137,3.431681636,0.383363192
SLTM,-0.039744493,3.015327086,0.982519358
PRRX2,0.485705351,3.357670278,0.285413089
COX15,0.116582955,4.498017914,0.696319781
EBP,-0.055420139,4.641979387,0.795964683
NSUN2,-0.05547288,4.823939816,0.82236401
PALLD,0,2.08845903,1
MYO18A,0.130755491,4.438132047,0.808749029
PRRC2B,1.022993091,2.779278651,0.133175046
FN3K,-0.210424681,3.610142625,0.482734799
NDFIP2,0.078817575,4.22277949,0.845724283
SSBP4,0.035519795,3.750723417,0.918995118
KBTBD11,-0.174020715,7.319727559,0.416010572
RPL10,0.239012677,3.410232551,0.482799156
PNO1,-0.221196839,4.117731763,0.538767432
CWF19L1,-0.03460137,3.902174472,0.91069144
NUDT3,0.098184538,3.862635353,0.75675554
RPL27,0.399190287,3.978519988,0.402061136
WNK2,0.265155407,3.885207076,0.538800205
JPH4,0.023514725,3.239892889,1
ASAP1,0.025769954,4.566804152,0.945792441
CCDC28B,0.104918048,3.590174311,0.822427632
AKIRIN2,0.221275183,3.805815966,0.505406872
NUDT2,-0.205692542,9.430374679,0.280947739
RNF115,-0.189417072,7.373047028,0.321491793
SNORD116-1,0.15833305,4.972308287,0.527722451
RPL13A,0.26739431,3.566358722,0.505840195
ARL10,-0.02038384,4.244973747,0.964225532
TRAPPC2,-0.019382379,3.194214655,0.983749253
PPFIA1,-0.22616453,9.665155396,0.73559449
SMARCAD1,-0.487114141,3.92052686,0.125861626
TSR2,0.073913532,4.546398086,0.795592751
SMS,0.021264885,3.555920812,1
RHPN1,0.001181641,4.9970848,1
UBALD2,-0.059191869,5.345104285,0.812547103
ATXN3,0.029627028,3.185367409,1
SLC4A8,0.022643489,4.353337576,0.983661583
LGR4,-0.417208412,5.49567994,0.097902563
PRKCSH,-0.155107565,3.242073134,0.662391408
HIATL2,0.503541353,3.211078802,0.240704406
ZKSCAN8,0.249742127,4.352797101,0.390191523
LSM3,0.189393918,3.44643229,0.535613979
LSM14B,0.122735107,4.516368832,0.678292565
MMP24-AS1,0.189339033,4.215542964,0.603365131
TXNDC5,0.007057304,5.246959297,1
NNMT,0.040315659,4.152482198,0.925620408
PTGES,0.021571089,4.828388205,0.998109868
PRPF4B,-0.115319582,3.271601356,0.790501981
ZNF362,1.006829057,2.642965847,0.147998478
PAK1IP1,-0.302422415,8.226945639,0.136451758
CASKIN1,0.257017905,4.485417573,0.415148622
PABPC1,-0.22599494,4.501029152,0.338505891
KIAA0753,-0.090384465,4.125816098,0.781986424
SNORD17,0.233179948,5.482390893,0.375734812
MAPRE3,0,2.08845903,1
ZNF423,-0.04457358,4.79109229,0.876596007
FSD1,0.066443887,4.104410755,0.857914443
WBP5,0.06925878,3.788204351,0.891530897
PIK3R3,-0.72590578,4.16601062,0.02564088
ACBD7,0.069753688,4.83514085,0.798169018
SFPQ,-0.075886677,4.58098782,0.733600703
LHFPL4,0.32409126,4.542083725,0.215933354
ZSWIM6,-0.028684585,5.010327446,0.913366416
STAG1,0.077759132,4.158018301,0.894090477
CSNK1D,0.368629908,4.175972291,0.203447096
GNG4,-0.120122558,4.92677738,0.623928481
BCL7A,-0.223138379,4.554827027,0.331026101
SPTBN2,-0.037077291,9.488024126,0.868113241
THRA,0.547996688,5.480344736,0.206977904
TBC1D24,-0.056584034,4.461204119,0.853208493
MIR4787,0.04204021,4.281405441,0.913901297
EI24,0.127465186,4.391718293,0.621205595
ENAH,-0.125129823,4.190191161,0.615822649
GMNN,-0.524248941,5.099116855,0.039488967
PSPH,-0.009345849,5.686927364,0.94472727
ADRBK1,-0.28696165,11.37897741,0.124465873
SNORD121B,0.014271617,3.551110395,0.983173735
TGFB1,0.321197153,3.117365725,0.566813394
EIF3B,-0.005739096,3.2292964,1
SNORD82,0.463406476,4.026415534,0.118677465
CDK4,0.804621758,6.7254346,0.751946274
LOC646762,-0.016608453,5.03821004,0.93020487
SNORD58A,0.188895376,3.909890627,0.453958613
HNRNPH2,-0.105224986,3.993552847,0.703467195
SNORD114-14,-0.027058276,3.732181188,0.975404012
RPL38,0.286708251,6.292387974,0.18352173
SERPINE1,-0.083436237,4.34150115,0.743551443
SLC30A6,0.00107466,5.55673753,1
ASCC1,-0.201167874,4.265920682,0.455909216
BRMS1L,0.008442498,3.650118234,1
ITGA7,0.275999504,5.471297808,0.291260505
BTBD6,-0.041706393,4.392620237,0.863057846
IK,0.063683205,4.184550731,0.816830189
MYO10,0.066228401,4.168312955,0.833876807
ATP6V0E2,-0.032838085,5.046094153,0.887816222
PDPR,0.952687125,4.469289016,0.045460927
MAST2,-0.183549277,10.76718487,0.38063219
MALAT1,0.307526015,3.472623017,0.501928739
CERS6,0.282806155,4.065343127,0.256192096
ULK1,-0.489795853,3.817054989,0.145325338
SNORD22,-0.14493769,11.3427211,0.49200263
FAM127B,-0.039841287,4.330691561,0.931602365
CDC23,-0.038943769,2.974683622,0.931599423
KLHL23,0.196936026,3.704345052,0.50869077
TMEM126A,-0.232194881,3.624264841,0.471562592
PTOV1-AS2,-0.289005936,3.124237678,0.476437292
SKIV2L2,-0.23010994,3.693810396,0.421732852
SNX5,-0.018284786,4.858180199,0.899645876
INTU,0.09364231,3.658327258,0.855535864
NFYA,-0.7329426,3.199248796,0.055394319
MYEOV2,0.096165308,3.552311423,0.822320652
FEZ2,0.130379879,4.433579584,0.585298947
XXYLT1,0.85967147,4.439563622,0.004993576
TMEM258,-0.017050891,5.838716213,0.941255663
MAP3K10,0.144911208,3.902342047,0.721691655
PEG10,0.021482336,4.571680805,0.966769819
SEC23A,0.520588528,8.552386311,0.88153089
UTP3,-0.614666976,2.866065881,0.171090924
NBEA,-0.109998352,6.547211692,0.775493397
KLHL36,-0.348869948,3.704866944,0.315233397
EZR,0.666480563,4.059531223,0.03688413
SOX2,0.452290961,3.829454554,0.338994758
SNRPE,0.208626868,3.413966112,0.5758284
DUSP8,0.07443984,4.122161785,0.830600456
ALDH1B1,0.220422548,3.211422057,0.62478784
UGGT2,0.510792834,7.741429875,0.055803805
FGD4,0.099167258,3.179102785,0.801168948
PTK2,0.18751654,3.153919138,0.607158775
DUSP26,-0.128719336,4.516000188,0.583901253
C10orf76,0.024604959,3.69203029,0.989636295
ADAMTS18,-0.136470174,3.536503565,0.610060368
GLRX,0.04962624,6.372368068,0.911647053
ARMC7,0.312864955,3.868653811,0.596082834
SCAMP3,0.015174317,5.572172157,1
PRR13,-0.30604698,5.641639576,0.127866233
MFAP1,0.447688614,5.124456069,0.116815053
EXTL3,-0.103557435,3.923063281,0.799926667
DISP2,-0.131826156,3.617893001,0.729376281
SPTBN1,0.645484907,3.290439761,0.163092241
SLBP,-0.00816116,6.144005814,0.957854241
CHAF1A,-0.471468933,3.383947827,0.200849654
FZD2,-1.019514417,3.403744296,0.061947578
MED14,-0.304069403,4.006702309,0.276229237
CEP41,-0.092225807,5.860064307,0.675245548
BTF3,0.215654323,4.422113092,0.430353266
PIP4K2B,-0.034372666,4.750128084,0.893781398
LRFN4,0.138289596,4.932552879,0.617532088
PHGDH,-0.139966507,4.713150439,0.609297057
KIF2A,0.045077801,4.507904746,0.900724599
AGAP2,-0.133520123,4.582046542,0.597378788
HIST2H2BE,-0.098025352,4.437409097,0.777965225
UBAP2L,-0.127718385,4.66283728,0.601097703
TNFRSF25,-0.011281882,5.511211979,0.959691826
TIGD2,-0.041000022,3.266954768,0.942310508
ACVR1,0.06566507,3.911062718,0.926674931
MGAT5,0.156044505,4.302665052,0.579385032
SFXN4,0.286577539,3.377140505,0.366660956
PDLIM2,-0.154139729,3.263368059,0.749126329
SLMO2,-0.021538154,3.447697991,1
FAM35A,0.05962443,5.548129963,0.843425385
RSBN1,0.202026508,3.604038026,0.589483109
CPSF7,0.096219701,3.623716871,0.815770839
TSNAX,-0.259157257,3.791369534,0.335761999
HMOX1,-1.079667156,10.05635301,0.001596324
CPEB4,0.13708772,4.944907662,0.619256088
PARK7,0.257653174,3.20219759,0.505901443
DBI,-0.458540255,4.933706657,0.138829071
KIAA0895L,-0.906643434,3.193227843,0.026708576
TXNDC15,-0.259890343,3.532704636,0.409532965
SLC7A11,0.07702165,4.790818409,0.79310241
NUDCD1,0.024933909,6.699089138,0.909620945
LRRC37BP1,-0.213620794,4.310674062,0.395313656
7-Sep,0.115527628,4.959366213,0.59823266
TMEM214,-0.116817908,4.667885829,0.634706522
TBC1D1,-0.069164685,4.527784873,0.798151926
DPM1,-0.097972974,3.586505631,0.767475649
GPR37,-0.102320471,5.471648927,0.641334664
POLR3F,0.422780491,3.858220938,0.409912497
A1BG,-0.072657669,5.313553292,0.721994999
RFNG,-0.399313645,3.654279419,0.184201031
RPN2,0.683940329,3.717307439,0.100566639
TRMT12,0.418024888,3.646120758,0.241646778
RPAP2,0.354305403,5.285438737,0.186533976
ESF1,-0.072892171,3.220296162,0.817952367
TIMP2,-0.211813512,11.23512475,0.292426439
MTURN,0.337268291,3.735605698,0.307991023
WWC3,0.550718487,4.429425434,0.088854582
XPR1,0.154633793,3.93528088,0.65197916
PPP1R3F,0.083056621,4.72025425,0.798270783
PTPN11,-0.059049336,3.329857775,0.978728043
RNF187,0.286726627,3.085003443,0.494340853
RUFY3,-0.190833671,4.724722389,0.43682316
ARL2BP,0.036844363,6.264885335,0.895189505
HMCES,0.051310753,4.207074108,0.860318668
TIGD5,0.215848179,5.064412326,0.402258275
KIAA1549L,0.113143513,5.928722332,0.639035398
SMIM7,0.193943719,4.121270636,0.542250713
SV2A,0.134308265,4.921805978,0.623835555
SMIM8,-0.34952201,4.071300177,0.168024398
EIF4A3,-0.048987874,3.30100542,0.944899142
DDOST,0.130841827,4.061232088,0.7060138
MGMT,-0.255776441,3.920481428,0.334431349
EGFR,-0.025138391,4.586478452,0.939241061
TOMM20,-0.274970946,4.733134818,0.341474696
DIP2C,-0.072962069,5.236087754,0.76995565
ELFN1,-0.214136359,3.794780698,0.549406967
LSM6,-0.212886621,3.150597122,0.570934085
PLEKHG2,0.420612996,3.745565845,0.207691455
STK32C,-0.116222793,3.754390712,0.705073684
TBL2,0.064930752,3.158025551,0.883811147
ACAD11,0.037834062,4.659534493,0.907419152
TSPYL2,0.256226511,3.908027015,0.346429896
TXNDC12,0.203095956,3.796141883,0.582810164
ATP5A1,-0.307999315,5.475756167,0.474222005
MIR4435-1HG,0.450605018,5.186560586,0.32892479
BRIX1,-0.00094547,5.046567751,1
FZR1,0.071778409,5.871769703,0.810230073
CCDC127,-0.254951619,7.82264921,0.191121881
ASPHD2,-0.23286794,3.641974446,0.434324543
KDSR,-0.057600201,3.569825887,0.895360721
DNAJC6,0.073968394,3.218693047,0.887998325
DNAJC18,-0.19692704,3.228622576,0.580324002
SIAH2,-0.007949837,6.146416907,0.961253601
TRIM25,0.021466412,3.972732176,0.970210972
PRPF39,0.298440874,3.661098853,0.41883568
MTMR1,0.267488385,6.202419502,0.385567176
NAA10,-0.108918799,3.435449135,0.758603296
RPL34,0.163054912,4.028778978,0.594258855
UCKL1,-0.057970164,3.076545241,0.935999039
ADCYAP1R1,0.091697618,3.596680085,0.840782961
TMEM43,0.253694283,4.396368163,0.339182766
UBA5,-0.119454285,4.163358094,0.61956852
AKAP6,0.795089365,3.25156465,0.529123286
CDC5L,0.037408277,3.61328148,0.988900576
RPS27L,0.832194324,3.265789998,0.088167849
ARHGEF19,-0.120971157,5.553612796,0.564512166
CDC42EP3,-0.160015,3.679144565,0.59248965
RTFDC1,0.070570824,3.878714194,0.834146717
PPME1,0.066753109,3.783558358,0.904749816
P4HA2,0.099192131,6.126335403,0.64583855
SEPW1,0.093560418,3.817131504,0.832735787
CDK10,0.3468791,4.09770057,0.358434559
CITED4,0.19192993,5.679726783,0.42867466
BAD,0.426638884,3.715604094,0.261164848
DACH1,-0.051545057,4.178609229,0.901376376
PPP1R12C,-0.21090012,11.85906873,0.278694575
ERCC2,-0.086025239,3.975594477,0.691980635
ZEB2,-0.290743328,3.275414977,0.431694136
SLC22A17,-0.148781029,11.16466658,0.460035782
RPL18,-0.007376814,5.72769261,0.974786495
TOMM40L,0.162496965,4.409969605,0.629029164
GLA,-0.0166283,3.624546449,0.953851851
C16orf70,-0.137562952,11.17851781,0.419557702
TRAF3,-1.097467601,3.750718702,0.022115022
IPP,-0.73075336,3.651432654,0.065714191
DNAJB9,0.079390765,3.858051128,0.825104246
FAM43A,0.312027691,4.92007609,0.190896691
SRD5A1,0.08425741,4.503190552,0.806970246
ADNP2,0.004025586,3.530775813,1
NAP1L1,-0.553803525,4.340042142,0.064357864
CYB561D2,-0.135685682,6.031342915,0.562503977
NUFIP1,-0.066648128,6.853771783,0.75636033
RPF1,0.103027113,4.903333459,0.709570687
SIRPA,0.335795345,3.760247482,0.32402522
C9orf156,0.061094952,4.330139471,0.868893733
ELL,-0.013663047,3.586771813,0.981032312
GNAS,0.015512245,5.941562117,0.979896426
HNRNPF,0.250992708,5.014830767,0.437799384
MIR7-3HG,-0.052458103,4.712174971,0.852249878
RPS6KA2,0.065882289,6.461915759,0.81516191
SLC9A3R2,0.126339447,3.906738321,0.758153232
NPIPB5,0.351146834,3.251889127,0.335899319
MLEC,0.019841543,3.585665262,1
PEX3,-0.231802295,3.338834771,0.474695758
KIAA0020,-0.250513298,5.216818524,0.301602018
MIIP,0.136122793,5.360306059,0.601495459
CUL1,0.359917051,3.398336373,0.382403433
TPR,-0.191949565,3.23240968,0.616259739
CLPB,2.102811869,3.151622302,0.18255215
FZD3,-0.216434362,3.155892686,0.585626455
SEZ6L2,-0.289243031,4.648425149,0.288397748
SLC33A1,0.75454803,11.38436358,0.078232414
JPH3,0.541316771,4.026639043,0.130650986
CTC-338M12.4,-0.544781658,3.527051558,0.076754651
RABGGTB,-0.056935912,6.745230679,0.763412047
PDP1,-0.131163113,3.453241223,0.721251371
HTATSF1,0.026533001,3.842399313,0.916294026
ANKZF1,0.109528739,3.304312428,0.833643316
PVT1,0.217486538,3.144497381,0.622244951
STX17,1.163139858,7.110426208,0.277905096
RADIL,-0.039868049,6.583472634,0.843798405
MRPS9,-0.499964071,3.193493948,0.179816857
KLHL5,0.160116753,3.373275386,0.672156315
TUBB4B,-0.046802384,3.541366769,0.951698358
CHSY3,-0.070795176,6.530357297,0.72885345
NEUROD1,-0.010709629,3.488900973,1
SUPT4H1,0.330987749,5.591169512,0.26075346
RPS16,-0.18796393,3.53678707,0.580846444
SLC30A5,0.063435551,3.406375344,0.876872273
DHX40,-0.111836363,6.068196038,0.594051648
STX5,-0.440267164,3.426578515,0.254354629
DLG5,-0.265880566,4.959220005,0.246789399
NME2,0.391389116,3.523147339,0.372534437
KPTN,-0.162257319,6.721053325,0.737728359
NDUFA9,0.459816145,3.839695803,0.140392004
MON1B,-0.624749467,5.02769389,0.018252886
NPR2,0.304753156,9.8072194,0.608417098
UBA3,0.061030759,4.331000551,0.857862474
PDXP,-0.149087679,4.432904848,0.588618341
SUGP2,-0.115395291,4.593328248,0.655325663
ADH5,0.085707508,4.946222661,0.722073095
SCAF11,0.364205061,3.467927119,0.28054469
DHX33,0.135948625,3.371213556,0.67751682
EZH1,-0.073586476,4.022445283,0.793935923
PACS1,0.541381411,4.20362658,0.225922541
MEGF6,0.166571653,4.443497121,0.562698101
SNORD97,0.355732167,4.56121175,0.193799637
FANCI,-0.082793551,3.398996617,0.811068227
RNF2,0.215298304,5.498163436,0.575053607
SPTAN1,-0.082007849,5.547028475,0.726690674
CCZ1,-0.005367629,5.23442112,0.972489027
ZNF776,0.278258506,3.723108422,0.385639331
USP36,-0.011782046,3.453923901,0.981194351
SESTD1,-0.080474234,5.280472844,0.744080021
HLTF,0.87134553,3.495672358,0.053597041
PPAPDC1A,-0.177944463,4.740548642,0.473272658
RBM26,0.092562226,3.881778808,0.797201536
MIA3,0.338801042,4.571733219,0.226853546
STON1,0.174454671,3.244881958,0.756236164
MAK16,0.441765142,5.512041861,0.077552569
SMU1,0.149736492,5.227551479,0.593152818
SRSF2,-0.491396892,5.336494747,0.07875888
GAS7,-0.146757998,4.297943713,0.569627521
ZZEF1,0.173023425,3.337462438,0.580954838
UGDH,-0.468101167,7.727992335,0.051497866
ASIC1,-0.067617586,13.6526389,0.766624876
TXNRD1,0.300736358,4.368067572,0.279659551
SLK,0.031088159,4.369467261,0.933398925
IRS4,0.303065925,5.389371386,0.421300992
TM9SF3,-0.199712148,4.214834448,0.443754368
STX1B,-1.565602783,5.16742605,0.003620379
MIR9-1,0.071477684,4.027656823,0.845579663
CC2D1B,-0.07196312,5.057316201,0.802844906
ZNF516,-0.136475119,3.51311956,0.739634892
CAP2,-0.062505554,6.719686618,0.768813064
MMP15,-0.213372354,4.378691964,0.411254861
PSMG2,-0.088558994,4.786877568,0.813448709
MCMBP,0.124891898,3.504217488,0.76451332
CYB5R4,-0.053271596,6.742249071,0.795133656
CAPN5,0.514167925,4.230331754,0.156922819
ATG4A,-0.059154411,4.935451042,0.773964223
ZNF256,-0.002020358,4.681193002,1
TNC,-0.260782718,3.168757169,0.516524184
YARS2,-0.104661773,3.986103705,0.764520892
UBE2Q2L,-0.211354609,4.430611824,0.406605097
CMIP,0.171489882,3.961999195,0.574698997
DIAPH2,0.160095303,6.447015716,0.450473264
RYK,-0.408037014,5.381983887,0.179262534
BET1,0.369387248,4.600810312,0.167450129
THAP8,0.357325577,4.810110543,0.219140684
LNX2,-0.140361794,3.961661281,0.700578394
AIMP2,0.526495002,3.545073371,0.168527543
MAX,-0.05765024,3.751106026,0.875071536
PHC1,-0.048066766,5.387575056,0.823181333
CECR6,0.119264608,3.699377083,0.753002257
CRYZL1,-0.474191936,2.968576592,0.183641209
C19orf10,-0.05651702,3.329638467,0.98191826
MAP3K3,0.064382867,3.638997013,0.863525909
PDIA4,-0.128146243,4.739020702,0.569562036
GABBR2,-0.064820763,4.007187582,0.801422276
TRIP11,0.135432825,3.580486976,0.678930926
RPLP1,0.265866064,5.829157044,0.409860284
HIST1H4H,-0.248447682,4.944963558,0.316052492
ATP6V1H,-0.084810186,4.677760541,0.726724487
TDRD3,-0.020170078,4.301328893,0.929939632
DCBLD2,0.027313125,3.426721739,1
PLCG2,-0.186753149,5.315041373,0.426835943
MYO5A,0.415651339,4.187550582,0.188248518
NUDT11,0.372918749,4.098526089,0.281516266
GRIK3,0.162588359,3.513562611,0.657538268
KIF21A,-0.051607984,4.336439987,0.849691003
TSPAN15,0.080073947,3.843095265,0.900949941
MIR4654,-0.62339878,3.15225193,0.100424697
HSPB1,-0.005544139,3.496020015,0.993030491
SNORD36B,-0.03393675,4.833123771,0.892774681
RAB11FIP2,0.141860502,5.407539036,0.586660054
SEC22B,-0.242124793,3.920547577,0.390252173
ELOVL5,-0.154584439,3.816559074,0.620670077
NARFL,0.168489314,4.878603854,0.460970377
MTIF2,0.395561128,4.916135428,0.174583325
REXO2,-0.268128706,4.262864594,0.340245369
ACAP3,0.59408402,4.197670909,0.211370386
MIR1260B,-0.12785456,3.632262588,0.682866161
KIFC2,-0.02183331,3.152074185,1
MRPS33,-0.496990797,4.253944372,0.13229023
BECN1,0.63118222,3.600607889,0.151059949
VPS53,0.018426956,3.469632187,1
NOL8,-1.42784574,4.110094333,0.002516702
DICER1-AS1,-0.029869804,3.982507661,0.983897195
INSIG1,-0.130885628,3.766505468,0.703926461
NMNAT2,-0.691188041,3.448162944,0.054384683
CHRNB2,-0.037363725,5.259472667,0.856398899
SNORA8,1.875251592,4.530698535,0.019448198
CUEDC2,-0.045395889,5.47066564,0.840817004
TAX1BP3,-0.093909689,4.205272973,0.761300172
DDT,-0.081232112,5.080816429,0.725527541
SYNGR3,-0.032813301,6.798474428,0.861746173
RPL7A,-0.164916387,4.09525407,0.623493687
LOC550643,-0.828188993,7.61234491,0.010968848
MRPL12,-0.775947143,2.906071876,0.050351971
MAGED4,-0.131437589,5.050714872,0.530781262
EIF2AK2,-0.105690567,4.845807348,0.631036417
PLA2G6,0.057218928,4.803652574,0.81985542
RAB1A,0.051854826,4.523776478,0.865349574
WDR11,-0.469037009,5.24341457,0.183022528
MRS2,-0.249866928,3.087389604,0.535554387
TSN,0.192762064,5.185267762,0.39183393
POLR1B,-0.065492369,3.306285283,0.839578936
EIF3H,-0.018582071,7.17601409,0.913968519
TMEM178B,0.011685771,4.626738224,1
CDH7,-0.163901297,3.685250302,0.636408112
FAIM2,-0.17929914,4.462714572,0.580103813
PRTG,0.108343352,4.766570154,0.717320892
PNPO,-0.404685153,8.113403117,0.369115099
PIAS2,-0.21909388,3.328328824,0.534105989
SH3BGRL3,0.093602419,3.324372981,0.809036538
TTC4,-0.66144631,4.019268814,0.019884705
DTX1,-0.228004292,6.040898333,0.236913259
CHCHD5,-0.266701416,5.839737721,0.282920077
GDF10,-0.139476316,7.469579035,0.496124651
RPL23AP82,-0.096002622,5.506360611,0.693975588
TENM2,-0.106457279,3.778688149,0.739237824
NUP85,0.307944393,4.223395977,0.215915488
WNK1,0.097068554,6.040272965,0.721398482
TEFM,-0.092979525,6.532687204,0.735208395
NOG,0.039076711,3.513963394,1
TMUB1,0.092187538,4.656953324,0.722512002
GYG2,-0.289097527,6.484327487,0.199482561
SRGAP3,0.06230704,3.310496127,0.980264454
CHUK,-0.492257129,3.576459225,0.166156035
MAGT1,-0.009230707,3.292840941,1
KIAA1467,-0.191663744,3.862713838,0.493843309
RGS12,0.097447637,9.532842353,0.65958961
SLC37A3,-0.120987763,4.4100075,0.589642356
KIAA1024,0.840206973,3.689905025,0.109061959
SCARNA17,0.23948297,3.151710327,0.619765888
IL17RC,-0.140530855,6.053495594,0.574984586
CALU,-0.103620406,5.201139918,0.668252099
DNTTIP1,1.961096037,6.846324531,0.36680596
PPM1G,0.072902051,7.189018061,0.769098411
BNC2,0.097709399,6.280718309,0.679720102
NCAPD3,-0.03067355,4.078002246,0.921829712
GRIPAP1,0.132061005,3.666901871,0.736199979
PAFAH1B3,0.053623957,3.07426818,1
HES4,-0.029803821,4.85697486,0.88960702
AP3S2,-0.247333365,4.601388536,0.388941105
CTDP1,0.113950881,3.93404487,0.724324993
10-Sep,-0.141587603,3.580507915,0.68746747
TOX4,0.012089837,4.605612672,1
OIP5-AS1,0.040309892,4.722640623,0.937124171
SKIDA1,-0.305909593,7.662143757,0.130776437
TMEM11,-0.007992354,4.614602692,0.968410842
PCAT6,0.117064689,3.607522829,0.794900687
FBXL2,0.501827516,3.414650463,0.156551189
RRN3,0.057334509,3.473920092,0.888772572
PPAP2B,0.073968464,4.44870982,0.816594662
LRFN1,-0.341198544,4.070523654,0.195743751
SRSF8,-0.043307574,4.63752529,0.870469368
TAGLN2,0.080883866,3.954007768,0.821719384
PPP2R5A,0.806160526,11.50847036,0.059655797
COPE,0.016117201,4.782001593,0.982961309
BRAP,0.218825391,3.499165143,0.535884331
NXT1,-0.187960398,4.580088702,0.418999944
PASK,0.279964929,4.171139551,0.39514711
CHID1,-0.225306654,11.41876841,0.233659526
NOP16,0.127501107,3.442054418,0.825479653
STRIP1,-0.260094373,3.728709205,0.387811309
TFDP1,0.21449069,5.191146146,0.505596693
ALDH9A1,-0.62913363,3.612526814,0.324904247
RRM1,0.056019458,4.844247906,0.8365701
GSS,0.580781067,3.207865178,0.247978376
PSPC1,-0.261009708,4.322762067,0.28875074
TFAM,-0.00042765,4.387014252,1
CLDN7,0.46655592,4.047155208,0.268365671
ATP6V1D,0.064215817,4.251510795,0.859352012
ABCC5,-0.28309421,4.210606855,0.294389776
POLH,-0.56906954,7.300014027,0.081877848
C7orf60,1.123148367,4.435702488,0.008117708
DDX54,0.129861798,3.166439957,0.73937732
RAB2B,0.007877014,6.482538757,0.99608184
SORBS3,0.045283061,4.685489201,0.922292674
TRIL,0.21010465,3.076724439,0.652908157
NUP133,0.063724354,5.486144256,0.820679399
CEP44,-0.1226926,3.555589429,0.685729035
RBX1,-0.119777069,7.542059032,0.522382026
SORD,0.032787057,4.065036776,0.979978261
TRIP13,-0.136165959,5.01678346,0.532935173
MAF1,0.090961116,3.678651806,0.85250103
C11orf84,-0.219519576,6.257095211,0.304241097
EIF2S3,-1.826196123,4.613976825,0.292473436
TIMM17A,-0.017149899,3.699752138,1
LOC100271836,-0.03655157,4.610781464,0.902257946
SMARCA2,0.346052216,4.895204536,0.233752588
EMILIN2,0.37348668,4.90689948,0.231806063
SEMA3F,-0.142292765,5.85647143,0.52777098
DDX27,0.021741418,5.303790134,0.947803347
ZNF485,1.005500222,4.337954602,0.010034661
DHRS4,-0.194453599,3.821304161,0.510092413
WDR61,-0.071555825,4.295869122,0.834967323
MCCC1,0.017102764,4.62036461,0.992898991
PRKACB,-1.229207232,5.061892293,0.000703267
CIDECP,0.072746063,3.422101691,0.924642679
WNT3,0.027504105,3.887354133,0.966165793
TOP1,0.020722941,4.842029764,0.957081609
MARK1,-0.047126149,4.058278317,0.828795803
CBLN2,-0.178437286,4.179347981,0.492233716
GNAI3,0.326755138,5.058730699,0.30086073
FAM98A,-0.512838905,7.259779309,0.035064886
EXTL2,-0.113136648,4.147130629,0.661186324
MRPL53,-0.037752945,5.786950552,0.867097734
ZNF768,-0.526803575,6.824906978,0.070519919
UTP11L,-0.022115888,4.728384654,0.93460553
ATP5J,-0.297705389,5.13057795,0.232951964
DHX30,-0.165357264,3.923593383,0.542675564
SMARCD1,0.131329957,3.490718544,0.678347655
SLC2A13,-0.340755642,7.349398249,0.100244236
WWOX,0.007986207,3.47236494,1
MIR4737,-0.032116071,5.252858065,0.886627897
YME1L1,0.441383159,4.773887906,0.224443521
MRPL21,-0.066372476,6.975833956,0.758317505
NDUFV3,-0.056229396,5.376207118,0.795940929
ZNF622,-0.524253225,4.13761851,0.083410718
UVRAG,-0.059487276,4.312358224,0.844068709
RBBP8,0.331278708,4.130884767,0.363994516
MPPED2,-0.018549044,5.800540615,0.93203932
CCNL2,-0.014979264,3.413082772,1
NARS2,0.239554684,5.298196784,0.35081384
EXT1,0.335583785,3.364499392,0.325467025
STRN3,0.012069388,3.579323942,1
COPS5,0.132212871,3.86552058,0.639848676
WSCD2,-0.116463382,6.676125111,0.616531875
KMT2B,1.612397449,3.279702556,0.025187052
PPIH,-0.09224996,3.275736574,0.848443845
PIK3R4,-0.135965151,4.882517486,0.582600691
TNK2,-0.163810985,6.813460572,0.453606885
MIR4275,1.385476081,6.942099371,0.489096937
SLC45A4,0.032575576,3.157420008,1
TSPAN5,0.051046591,4.82187146,0.864176827
LPCAT2,0.30642065,4.28912453,0.282455039
GINM1,-0.030986524,8.195451383,0.865645444
RASSF2,0.276943772,4.446545073,0.289504459
IQSEC1,0.329899481,3.561891798,0.319404808
PTBP2,-0.310971238,4.153909962,0.33455427
MMAB,6.189335643,4.21769879,0.17983686
XRN2,-0.060153995,3.24462044,0.942755421
KRBA1,0.189697394,4.675996735,0.524805485
