Short Gene Name,PGP1,GM23716,GM23720,GM25256,BXS0110,BXS0111,BYS0112,BXS0114,BXS0115,BXS0116,BXS0117,902,1601,1401,1001,901
CDK5RAP1,3.3644846666666672,3.459477333333333,3.7547293333333336,2.684129,3.5036050000000003,4.3063460000000005,3.855680333333333,2.790217333333333,3.599398666666667,3.6883519999999996,3.54844952,5.9028513333333335,4.434700333333334,5.482284333333332,3.869551333333333,4.163741333333333
TMEM246,9.831717,11.799205,6.104764333333333,7.7526426666666675,6.184498333333332,5.324927333333333,5.259864666666666,6.187198333333334,7.460045666666666,7.763461333333333,6.59994544,5.5629756666666665,5.325989,5.995767666666667,4.031063666666666,3.334087333333333
PKD1,5.5040939999999985,8.018208999999999,5.564331333333333,5.2839089999999995,6.484438666666668,4.151195333333333,7.420596333333332,5.008889333333333,3.2893823333333336,6.5083486666666674,5.60487304,7.231759333333334,9.381703,5.3535493333333335,3.482268,4.919826666666666
EDEM1,3.7123326666666663,3.4297046666666664,3.6030316666666655,3.3577286666666666,3.065554,2.7891336666666664,4.349911333333334,3.9535856666666667,2.075708,2.380954,3.20433328,4.094496666666666,3.027454333333333,4.535027666666667,5.361012333333332,4.9031069999999985
LSM11,6.715035333333333,9.956286666666664,3.657294333333333,4.347423666666667,3.014204,2.777229666666667,3.202659,4.761074666666667,3.5646953333333333,3.777514333333333,3.7590112,3.2427053333333333,3.315840333333333,3.5638996666666665,2.052138333333333,2.0760573333333334
COL26A1,5.321522666666667,4.249626666666667,3.474407333333333,5.101506333333334,7.968330666666668,7.108979666666667,7.069576666666666,7.402052999999999,6.1286716666666665,8.935489333333333,6.544903840000001,4.703595333333333,5.418838999999998,4.9116653333333335,3.7943916666666655,6.436808
CPSF6,15.845324999999995,14.421200666666666,11.093597,12.787000333333333,7.858868666666666,8.447656333333333,10.668916333333334,10.824873666666667,8.393837,10.762811,10.429782799999998,12.675642000000002,10.550581,12.401639333333335,9.447832,6.764235
DCTN5,12.543789666666667,13.825239666666667,9.830141000000001,8.117835000000001,7.850073000000001,6.952390333333333,9.163053666666668,9.142413000000001,6.591022,7.1821926666666664,8.246964839999999,10.557231666666668,8.912687666666663,10.535149333333333,8.825204,7.5025993333333325
MRPS33,15.628807333333333,9.887486,13.761988,13.732942333333332,13.664476,10.614682666666667,13.478352,18.065435333333333,11.588101000000002,8.512977333333334,13.022388839999998,13.337633000000002,10.703843666666666,17.058821666666667,20.856849333333333,20.086029
COPS8,27.403841666666665,24.37410333333333,18.846714666666667,23.47261833333333,16.395385666666666,17.181810666666667,20.223389666666666,23.991516,22.593669333333334,17.43213533333333,20.221866600000006,23.581959,20.007373666666666,24.125769,27.524991666666665,20.396685
TIMM9,11.954563333333335,10.353535,11.381628666666666,12.029691333333332,10.516189333333333,10.559254666666666,14.472921333333332,12.957151666666665,9.010520333333334,9.388347999999999,11.38423384,13.165373,9.195321666666667,12.788353333333333,13.655449666666668,13.600326
BMPR2,8.331762,9.507433333333333,8.2971,8.881297,7.173864666666668,6.932565999999999,7.728857333333334,8.240472333333333,6.317916,6.056898333333334,7.43594244,7.142564666666666,6.251982000000001,7.731215,7.974092333333334,8.234430999999999
C6orf211,6.844432666666666,4.347151666666666,5.339441333333333,5.537653,5.157523666666667,5.253608333333333,5.839546666666666,7.184878666666666,5.400231000000002,5.443973000000001,5.743659359999999,6.4060760000000005,4.460849333333333,6.70592,7.092923333333334,7.726805000000001
SMAP1,9.669830333333334,12.838334666666665,2.898292333333333,5.6751776666666665,3.9571110000000003,2.601135333333333,4.114294,5.664490333333332,4.573888,5.8907653333333325,4.74449312,8.985379666666667,7.140989333333334,4.725879333333333,2.440668666666667,0.905236
CENPB,17.490650333333335,19.783516666666667,18.565438333333333,17.763136000000006,24.009749,19.323578,20.067025,16.798920999999996,17.039012,21.816782,19.32734736,19.911865,17.449764333333334,20.392139999999998,21.249485999999997,23.12196733333333
QDPR,6.612201,6.049937,5.148319666666667,5.3360319999999986,4.7754856666666665,4.241952666666667,5.303605666666667,5.398177666666666,3.892577,4.6488429999999985,4.87492,6.024248666666666,5.131381666666667,5.132977333333333,4.987898666666667,5.499294333333334
LEPROT,6.254924333333332,4.826688666666667,6.622524333333334,5.808492666666668,6.437962000000001,6.540679333333332,7.1340580000000005,7.1380300000000005,4.906047333333333,4.387520333333334,6.025204680000001,4.612143333333333,3.3273330000000003,7.377167999999999,9.457068333333334,9.434142999999999
ELP5,7.660753,7.985786999999998,6.877411,6.920576666666666,10.485547,9.126561333333333,9.345756666666666,7.580752333333334,10.001798333333333,10.305539333333334,8.9900996,10.286776333333334,9.087887,6.988263333333332,6.358789333333334,9.455961333333333
NR2F2,4.654029666666667,6.908751666666666,4.360653,4.9700093333333335,4.040336333333333,5.180927333333334,3.110148333333333,2.588214666666667,2.7451760000000003,3.265791333333333,3.80697276,1.653252333333333,2.934305666666667,3.153621333333333,3.1114816666666663,2.421118666666666
MKLN1,6.527211,5.404899666666666,6.252059666666668,5.713062,4.776106333333333,4.135703333333333,6.345387333333332,6.766426666666668,4.757994999999999,4.704763333333333,5.51227592,4.867784666666666,4.755251666666667,5.376523000000001,6.1621809999999995,5.523623333333332
HIST1H4I,258.1819533333333,103.20985033333334,142.23293266666667,124.08927533333332,159.80771966666666,103.69435666666668,164.52522766666667,121.52198066666666,89.70763766666668,233.46707866666665,147.46232944,131.86457066666665,190.99279766666663,120.45422233333332,99.27045866666668,211.19404666666665
TMEM151A,3.3120933333333333,6.049433333333332,8.467722666666667,5.262845666666666,8.612842,7.913243333333334,8.734308666666665,5.4291160000000005,2.438104333333333,4.433356,6.2867907600000015,10.133801333333333,4.627157,9.045706333333333,14.186062333333332,20.039134666666666
KLHL8,5.232844333333333,6.152824,4.081099,4.210118666666666,3.0615446666666664,1.9412566666666664,4.018761666666666,4.552665333333334,3.282958333333333,3.1374,3.69080584,4.069613,3.6004723333333337,3.7137056666666655,3.868432,4.033722
MFAP2,52.627646666666664,30.33953233333333,58.59051099999999,44.78523733333333,84.89541366666667,66.79343933333332,78.093369,66.73394166666667,55.10442766666667,61.92000933333333,63.37963043999999,36.820799,38.76360566666667,73.40462333333333,87.911549,98.42958366666666
AAMP,29.02238933333333,31.24402233333333,35.57910933333333,30.847566666666665,37.90510433333333,32.04312633333333,36.86186433333333,31.419113333333332,32.67645666666667,34.77535666666667,33.67810524000001,34.80928,33.48504166666667,37.033730666666656,36.688283666666656,36.905716
SF3A3,24.77428233333333,16.183908666666667,13.788085,13.223811666666668,14.205208333333333,9.258241333333332,16.682727,17.493296,10.684841,11.789017,13.922884519999995,19.396532,17.683537666666666,19.136994666666666,17.613206333333334,15.340823
C14orf159,5.533223666666667,6.638172,6.201149666666666,4.049317333333334,7.2347816666666676,6.8664016666666665,6.0892240000000015,5.456548333333332,6.2754199999999996,5.55849,5.941429520000002,4.321634666666666,4.459852333333333,5.409630666666668,5.423455333333334,4.519922
FAM156A,3.690899,2.884505666666666,2.115967,3.121589333333333,1.9115369999999998,2.045176666666667,2.48235,1.2417793333333331,1.6585166666666664,1.484349666666667,2.00997176,2.081799333333333,2.165021333333333,2.860911,2.110718666666666,1.8150133333333327
HAUS4,8.075850666666666,6.112176666666668,8.987870000000003,7.994753,8.700909666666666,6.268114,10.149548666666666,7.349427666666666,3.7216533333333337,6.1392853333333335,7.4330336,6.870545333333332,6.075151000000001,8.706329,9.000593333333333,10.408676
